campus,entity,meii_burden,gap_risk,mean_burden_rank,median_burden_rank,n_wos,r_L1,r_L2,r_L3,r_L4x,r_L5r,meii_b_obs_wo,meii_b_floor_wo,meii_b_sig_wo,gap_obs_wo,gap_floor_wo,gap_sig_wo,meii_b_obs_year_block,meii_b_floor_year_block,meii_b_sig_year_block,gap_obs_year_block,gap_floor_year_block,gap_sig_year_block,topk_burden_count,profile
5,D40,0.0714285714285714,0.5714285714285714,0.6785714285714286,0.7142857142857143,31306,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.1428571428571428,0.07142857142857144,0.0714285714285714,True,0.5714285714285714,0.5714285714285714,False,0.07142857142857144,0.08247860988423228,False,0.5714285714285714,0.5714285714285714,False,0,unstable_divergent
5,E20,0.1367753011080482,0.5,0.3214285714285714,0.3571428571428571,2013,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.8571428571428571,0.13677530110804828,0.07142857142857142,True,0.5,0.5,False,0.13677530110804828,0.13677530110804828,False,0.5,0.5714285714285714,False,0,unstable_divergent
8,B20,0.088235294117647,0.0588235294117646,0.4558823529411764,0.4117647058823529,3636,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.4117647058823529,0.3529411764705882,0.08823529411764708,0.03396178054056623,True,0.05882352941176466,0.1764705882352941,False,0.08823529411764708,0.05631924163272578,True,0.05882352941176466,0.2941176470588235,False,0,unstable_aligned
8,B30,0.1073965799029737,0.5294117647058825,0.1764705882352941,0.1764705882352941,352,0.1176470588235294,0.2352941176470588,0.2941176470588235,0.0588235294117647,0.7058823529411765,0.10739657990297374,0.048029210642807414,True,0.5294117647058825,0.588235294117647,False,0.10739657990297374,0.05631924163272575,True,0.5294117647058825,0.6470588235294117,False,0,unstable_divergent
8,C10,0.1018853416216986,0.4117647058823529,0.6176470588235294,0.5882352941176471,5218,0.5882352941176471,0.5882352941176471,0.7647058823529411,0.5294117647058824,0.1764705882352941,0.10188534162169864,0.05631924163272574,True,0.4117647058823529,0.47058823529411764,False,0.10188534162169864,0.058823529411764726,True,0.4117647058823529,0.47058823529411764,False,0,unstable_aligned
8,C20,0.0480292106428074,0.1176470588235293,0.2941176470588235,0.2941176470588235,273,0.2941176470588235,0.3529411764705882,0.2352941176470588,0.2941176470588235,0.4117647058823529,0.04802921064280742,0.04802921064280742,False,0.11764705882352938,0.29411764705882354,False,0.04802921064280742,0.058823529411764705,False,0.11764705882352938,0.29411764705882354,False,0,stable_aligned
8,C30,0.0563192416327257,0.5,0.6029411764705883,0.6176470588235294,3226,0.6470588235294118,0.6470588235294118,0.5294117647058824,0.5882352941176471,0.1176470588235294,0.05631924163272579,0.03396178054056623,True,0.5,0.5588235294117647,False,0.05631924163272579,0.04802921064280742,True,0.5,0.5588235294117647,False,0,unstable_divergent
8,D10,0.1547032729221519,0.3235294117647059,0.25,0.2058823529411764,854,0.2352941176470588,0.1764705882352941,0.4705882352941176,0.1176470588235294,0.5294117647058824,0.15470327292215194,0.05882352941176472,True,0.3235294117647059,0.44117647058823534,False,0.15470327292215194,0.05882352941176471,True,0.3235294117647059,0.4705882352941177,False,0,unstable_aligned
8,D20,0.0294117647058823,0.0588235294117647,0.838235294117647,0.8235294117647058,15238,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.02941176470588236,0.03396178054056623,False,0.05882352941176472,0.4117647058823529,False,0.02941176470588236,0.03396178054056623,False,0.05882352941176472,0.47058823529411753,False,4,stable_aligned
8,D30,0.0294117647058823,0.0,0.9558823529411764,0.9411764705882352,19974,0.9411764705882352,1.0,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.02941176470588236,0.02941176470588236,False,0.0,0.0,False,0.02941176470588236,0.02941176470588236,False,0.0,0.11764705882352944,False,4,stable_aligned
8,D40,0.1113511440352995,0.6176470588235294,0.6323529411764706,0.6764705882352942,5089,0.7058823529411765,0.4705882352941176,0.7058823529411765,0.6470588235294118,0.0588235294117647,0.11135114403529951,0.03396178054056623,True,0.6176470588235294,0.6470588235294118,False,0.11135114403529951,0.04802921064280742,True,0.6176470588235294,0.6176470588235294,False,0,unstable_divergent
8,D50,0.0960584212856148,0.2352941176470587,0.8823529411764706,0.8823529411764706,28178,0.8823529411764706,0.8823529411764706,1.0,0.7647058823529411,0.6470588235294118,0.09605842128561484,0.04802921064280738,True,0.23529411764705876,0.5294117647058822,False,0.09605842128561484,0.03396178054056623,True,0.23529411764705876,0.6470588235294117,False,3,unstable_aligned
8,D90,0.1440876319284222,0.3823529411764706,0.5882352941176471,0.6176470588235294,750,0.5294117647058824,0.7058823529411765,0.4117647058823529,0.7058823529411765,0.2352941176470588,0.14408763192842228,0.10046030162705491,True,0.3823529411764706,0.4117647058823529,False,0.14408763192842228,0.12245094114506665,True,0.3823529411764706,0.5294117647058822,False,0,unstable_aligned
8,E10,0.0563192416327257,0.0294117647058823,0.8088235294117646,0.7941176470588235,6474,0.7647058823529411,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.05631924163272578,0.0339617805405662,True,0.02941176470588236,0.588235294117647,False,0.05631924163272578,0.05882352941176472,False,0.02941176470588236,0.7352941176470588,False,2,unstable_aligned
8,E20,0.0831890330807703,0.2058823529411764,0.5294117647058824,0.5,4286,0.4705882352941176,0.5294117647058824,0.6470588235294118,0.4705882352941176,0.2941176470588235,0.08318903308077032,0.05631924163272578,True,0.20588235294117646,0.3529411764705882,False,0.08318903308077032,0.0592785309952327,True,0.20588235294117646,0.47058823529411764,False,0,unstable_aligned
8,F10,0.0563192416327257,0.676470588235294,0.1029411764705882,0.088235294117647,105,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.7647058823529411,0.05631924163272578,0.05631924163272577,True,0.676470588235294,0.7352941176470588,False,0.05631924163272578,0.058823529411764705,False,0.676470588235294,0.7941176470588235,False,0,unstable_divergent
