campus,entity,L1,L1_2021,L2,L3,persistence,L4,L5,n_wos,n_years_active,tau_campus,r_L1,r_L2,r_L3,r_L4,r_L5,n_ledgers,mean_rank,meii,meii_iqr,L6,upm_share
2,B20,2037579.1,2246372.277168138,21596.33,421.4,0.7,1784199.39,1.0509234198072424,602,5,3187.52,0.5,0.7142857142857143,0.2857142857142857,0.5,0.5833333333333334,5,0.5166666666666667,0.1560386893124852,0.0833333333333333,2804853.370968138,0.15946843853820597
2,B30,1006792.68,1081532.9015048686,16284.63,761.8000000000001,0.65,327762.6,1.1162563224869693,1172,5,3187.52,0.2857142857142857,0.5,0.3571428571428571,0.1428571428571428,0.9166666666666666,5,0.4404761904761904,0.2957081511517671,0.2142857142857143,1502653.4333048686,0.4974402730375427
2,C10,1333121.44,1442272.2410138473,15560.96,2899.2000000000003,0.8,777142.62,0.813121864428029,3624,5,3187.52,0.4285714285714285,0.4285714285714285,0.7142857142857143,0.4285714285714285,0.25,5,0.45,0.1667516789989822,0.0,1844678.6666138477,0.8860375275938189
2,C30,4335653.17,4690266.317506554,17127.300000000003,1542.75,0.75,2966966.5000000005,0.8931529569961407,2057,5,3187.52,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.5,5,0.6,0.063887656499994,0.0714285714285715,5133178.295506554,0.3840544482255712
2,D10,4775234.709999999,5145285.24216241,20324.340000000004,1038.8,0.7,4267985.14,1.1015087500819567,1484,5,3187.52,0.7142857142857143,0.6428571428571429,0.5,0.7142857142857143,0.8333333333333334,5,0.680952380952381,0.1221036324281722,0.0714285714285714,5670872.67456241,0.5397574123989218
2,D20,12419282.0,13330707.236549936,112410.47,12744.0,0.8,7768021.02,1.055831903843392,15930,5,3187.52,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.6666666666666666,5,0.8761904761904763,0.117127370249989,0.0,16237641.990749937,0.6522912743251726
2,D30,18944676.01,20427220.52903137,178555.06,16012.0,0.8,12491817.01,0.8327163972662257,20015,5,3187.52,1.0,1.0,1.0,1.0,0.3333333333333333,5,0.8666666666666666,0.2981423969999719,0.0,25044654.38063137,0.5103672245815638
2,D40,1054582.95,1148107.529899517,12518.260000000002,1423.1,0.7,695230.3499999999,1.1007246157887696,2033,5,3187.52,0.3571428571428571,0.3571428571428571,0.5714285714285714,0.3571428571428571,0.75,5,0.4785714285714285,0.1778557085426961,0.2142857142857142,1471829.7334995172,0.38612887358583375
2,D50,6804504.02,7441940.306106905,81178.2,7356.8,0.8,4724050.68,0.7757559716429501,9196,5,3187.52,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.1666666666666666,5,0.6904761904761905,0.2949883736515206,0.0714285714285714,9541208.558106905,0.5069595476294041
2,D90,2829775.1,3119450.1560746147,11454.67,828.75,0.75,2708763.2,1.2082751441288029,1105,5,3187.52,0.5714285714285714,0.2857142857142857,0.4285714285714285,0.5714285714285714,1.0,5,0.5714285714285714,0.2672612419124244,0.1428571428571428,3415667.9222746147,0.0
2,E10,7509446.34,8155135.616734847,41253.72,6141.6,0.8,5387592.31,0.7333501194363139,7677,5,3187.52,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.0833333333333333,5,0.6738095238095239,0.3320126899741256,0.0714285714285714,9221956.815934848,0.2667708740393383
2,E20,494053.59,542774.7963814952,5681.969999999999,118.3,0.7,429173.49,0.8344020301219127,169,5,3187.52,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.4166666666666667,5,0.1976190476190476,0.1324588671019154,0.0714285714285714,689710.5405814952,0.9230769230769231
2,G20,373079.48,401600.30276023503,6954.94,167.4,0.6,309850.53,,279,4,3187.52,0.0714285714285714,0.2142857142857142,0.2142857142857142,0.0714285714285714,,4,0.1428571428571428,0.0824786098842322,0.1428571428571428,581455.051160235,0.8781362007168458
4,B20,632996.26,680556.1282803727,2500.95,3783.0,1.0,450099.67999999993,0.339758041573098,3783,5,735.0,0.2,0.2666666666666666,0.2666666666666666,0.2,0.6666666666666666,5,0.32,0.196638416050035,0.0666666666666666,763837.7632803727,0.5218080888183981
4,B30,1199831.25,1297789.3347778078,6627.4,5024.0,1.0,722834.8299999998,0.1557843417081189,5024,5,735.0,0.4,0.3333333333333333,0.4,0.3333333333333333,0.2,5,0.3333333333333333,0.0816496580927726,0.0666666666666667,1518481.7547778075,0.09653662420382166
4,C10,2763033.51,2984965.981460362,60853.02,21834.0,1.0,1160133.81,0.2063160870762365,21834,5,735.0,0.6,0.8,0.7333333333333333,0.5333333333333333,0.4,5,0.6133333333333333,0.1591644851508443,0.1999999999999999,5011371.547460362,0.9995877988458368
4,C20,194872.28,213280.35524412672,659.1500000000001,279.0,1.0,172350.31,0.7187916630829392,279,5,735.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,1.0,5,0.3066666666666666,0.3875851160999635,0.0,235230.05024412676,1.0
4,C30,2715724.34,2939445.46446748,25388.140000000003,8289.0,1.0,2043525.1,0.2031481914334751,8289,5,735.0,0.5333333333333333,0.6,0.5333333333333333,0.6,0.3333333333333333,5,0.52,0.1095445115010332,0.0666666666666666,3784870.52646748,0.9998793581855471
4,D10,940159.06,1026304.9271140776,1078.87,14414.0,1.0,744492.04,0.6105981395062314,14414,5,735.0,0.3333333333333333,0.2,0.6666666666666666,0.4,0.9333333333333332,5,0.5066666666666666,0.2928784351531839,0.3333333333333333,1062231.2981140777,0.3480643818509782
4,D20,9939933.180000002,10695898.520560252,65565.44,47382.0,1.0,5259299.04,0.2490139051900519,47382,5,735.0,0.8666666666666667,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.5333333333333333,5,0.8400000000000001,0.1738453974720706,0.0666666666666666,12879227.672560252,0.7621037524798446
4,D30,11852801.4,12833195.604978098,63226.12,34982.0,1.0,7480376.370000001,0.1434224656932723,34982,5,735.0,1.0,0.8666666666666667,0.8666666666666667,1.0,0.1333333333333333,5,0.7733333333333333,0.3639291750388315,0.1333333333333333,14938625.400978098,0.5415642330341318
4,D40,4908307.23,5322081.791434537,44465.27,25279.0,1.0,3112414.65,0.1125761152568709,25279,5,735.0,0.8,0.7333333333333333,0.8,0.7333333333333333,0.0666666666666666,5,0.6266666666666667,0.3148191720831358,0.0666666666666667,6802775.282434536,0.07915661220776138
4,D50,10819493.279999996,11723459.435645174,98617.08,54384.0,1.0,5174665.779999999,0.1731888465040107,54384,5,735.0,0.9333333333333332,1.0,1.0,0.8666666666666667,0.2666666666666666,5,0.8133333333333335,0.3105550586360564,0.1333333333333333,15007408.199645177,0.5954692556634305
4,D90,3083751.51,3367610.084687786,36787.47,4165.0,1.0,2426531.45,0.4933810459557805,4165,5,735.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.8,5,0.6266666666666666,0.1738453974720706,0.0,4592632.835687786,0.0
4,E10,1828958.94,1965022.9700380056,11396.69,11968.0,1.0,1015251.1,0.3112791705660614,11968,5,735.0,0.4666666666666667,0.4666666666666667,0.6,0.4666666666666667,0.6,5,0.52,0.0730296743340221,0.1333333333333333,2344532.747038006,0.5636697860962567
4,E20,835906.6499999999,907984.5097903928,10073.46,6225.0,1.0,539403.1,0.2333911290856451,6225,5,735.0,0.2666666666666666,0.4,0.4666666666666667,0.2666666666666666,0.4666666666666667,5,0.3733333333333333,0.1011050059206873,0.2,1243430.7277903927,0.9902008032128514
4,F10,23248.34,25099.20896458453,125.0,46.5,0.75,14112.91,0.520423869310786,62,5,735.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.8666666666666667,5,0.2266666666666666,0.3577708763999663,0.0,29261.70896458453,1.0
4,G20,4492945.66,4883762.749922009,21302.9,2089.0,1.0,4291259.350000001,0.4735760628097296,2089,5,735.0,0.7333333333333333,0.5333333333333333,0.2,0.8,0.7333333333333333,5,0.6,0.2449489742783178,0.1999999999999999,5593149.3199220095,1.0
5,B20,366274.8591,413390.9195796452,10046.98,3350.0,0.8928571428571429,108557.77779999998,0.8566776281570442,3752,7,342.54,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.2857142857142857,1.0,5,0.4,0.3557114170853924,0.2857142857142857,673205.8223796452,0.2894456289978678
5,B30,1347984.2230369002,1509758.743186141,47249.9,2963.3928571428573,0.8928571428571429,1085645.8060369005,0.629680939435939,3319,7,342.54,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.7142857142857143,5,0.5714285714285714,0.1749635530559413,0.1428571428571429,2731641.157186141,0.26031937330521243
5,C10,615796.7204,687209.0735088286,16057.1,8281.25,0.8928571428571429,83744.1682,0.4872260596147146,9275,7,342.54,0.4285714285714285,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.4285714285714285,5,0.3714285714285714,0.1628822035855911,0.1428571428571428,1102445.6795088286,0.9704582210242587
5,D20,5023206.475842896,5585783.958389841,166495.89,48187.5,0.8928571428571429,1911212.011242896,0.4698824565139543,53970,7,342.54,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.2857142857142857,5,0.7428571428571428,0.2555506259999759,0.0,9891367.67378984,0.5374652584769316
5,D30,11872656.21893174,13154414.807717282,364025.3600000001,90497.32142857143,0.8928571428571429,5625211.483231741,0.462049700541885,101357,7,342.54,1.0,1.0,1.0,1.0,0.1428571428571428,5,0.8285714285714286,0.3833259389999639,0.0,22568110.617317285,0.4640429373402922
5,D40,1648363.2472377217,1840612.203036454,25438.45,27951.78571428572,0.8928571428571429,1264386.9076377216,0.6188466752406241,31306,7,342.54,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,5,0.6571428571428571,0.0782460796435951,0.1428571428571429,2498450.5200364543,0.045550373730275345
5,E20,465378.0064,508666.9962288177,16241.3,1797.321428571429,0.8928571428571429,311453.1474,0.7879847712434427,2013,7,342.54,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.8571428571428571,5,0.4285714285714285,0.2672612419124244,0.1428571428571428,928667.0142288178,0.5757575757575758
8,B20,725104.3563,792658.9295618306,10471.7,3116.5714285714284,0.8571428571428571,293209.91659999994,0.6217146065965965,3636,7,977.7272,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.4117647058823529,0.3529411764705882,5,0.4352941176470588,0.0892102993417829,0.0,1063457.0915618306,0.9878987898789879
8,B30,56776.15819999999,62034.76017182628,1382.1,289.1428571428571,0.8214285714285714,19430.4942,0.6261449474907581,352,7,977.7272,0.1176470588235294,0.2352941176470588,0.2941176470588235,0.0588235294117647,0.4117647058823529,5,0.2235294117647059,0.1404392516036861,0.1764705882352941,97775.86617182627,0.9545454545454546
8,C10,1017411.9416,1119840.0061903205,21483.050000000003,4472.571428571428,0.8571428571428571,485238.0843,0.6900415816408025,5218,7,977.7272,0.5882352941176471,0.5882352941176471,0.7647058823529411,0.5294117647058824,0.5294117647058824,5,0.6,0.0966569219126763,0.0588235294117647,1675391.6791903204,0.9789191261019548
8,C20,113079.52039999998,124297.40194466768,2226.17,224.25,0.8214285714285714,66910.1403,0.774379909745936,273,7,977.7272,0.2941176470588235,0.3529411764705882,0.2352941176470588,0.2941176470588235,0.7647058823529411,5,0.388235294117647,0.2145245003389466,0.0588235294117647,181866.1581446677,0.9706959706959707
8,C30,1325940.365,1465645.759842466,24473.71,2649.928571428571,0.8214285714285714,787312.2712000001,0.4856954260679081,3226,7,977.7272,0.6470588235294118,0.6470588235294118,0.5294117647058824,0.6470588235294118,0.0588235294117647,5,0.5058823529411764,0.2550527457491623,0.1176470588235294,2098535.900442466,0.9671419714817111
8,D10,77397.96860000001,85119.05297162317,1333.5,701.5,0.8214285714285714,25066.3712,0.7226810875532218,854,7,977.7272,0.2352941176470588,0.1764705882352941,0.4705882352941176,0.1176470588235294,0.6470588235294118,5,0.3294117647058823,0.2224431811904592,0.2941176470588235,119603.36297162317,0.9941451990632318
8,D20,4667953.734499999,5139950.916344102,66203.1,13061.142857142857,0.8571428571428571,2699401.3921,0.5677861449930626,15238,7,977.7272,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.2352941176470588,5,0.7294117647058823,0.2777816224262963,0.0588235294117647,6851963.082344102,0.9657435358970994
8,D30,8837049.6007,9742623.7609897,128284.38,17120.571428571428,0.8571428571428571,5789973.581900001,0.5317882138166442,19974,7,977.7272,0.9411764705882352,1.0,0.9411764705882352,0.9411764705882352,0.1764705882352941,5,0.7999999999999999,0.3494929594708928,0.0,13060057.8277897,0.9468809452287974
8,D40,1501343.4337999998,1650061.8593933524,13966.6,4362.0,0.8571428571428571,927065.3992,0.733359063344023,5089,7,977.7272,0.7058823529411765,0.4705882352941176,0.7058823529411765,0.7058823529411765,0.7058823529411765,5,0.6588235294117648,0.1052267283529313,0.0,2011238.135393352,0.9500884260168992
8,D50,5177538.2818,5702662.681916676,101593.32,24152.571428571428,0.8571428571428571,2100091.5081,0.4903031336370121,28178,7,977.7272,0.8823529411764706,0.8823529411764706,1.0,0.7647058823529411,0.1176470588235294,5,0.7294117647058823,0.3519594188623903,0.1176470588235294,8329865.937116676,0.972460785009582
8,D90,867869.7203,966569.2387814987,26553.4,642.8571428571428,0.8571428571428571,740342.6129999999,1.1079515367317203,750,7,977.7272,0.4705882352941176,0.7058823529411765,0.4117647058823529,0.5882352941176471,0.9411764705882352,5,0.623529411764706,0.2104534567058625,0.2352941176470588,1653240.1627814989,0.33466666666666667
8,E10,3267009.7126,3630690.965251653,50691.600000000006,5317.928571428572,0.8214285714285714,2339263.3205,0.7001501651174412,6474,7,977.7272,0.7647058823529411,0.7647058823529411,0.8235294117647058,0.8235294117647058,0.5882352941176471,5,0.7529411764705881,0.0966569219126763,0.0588235294117647,4941575.741251653,0.9236947791164659
8,E20,872538.7125,960442.7918660502,20714.18,3520.642857142857,0.8214285714285714,375579.288,0.6173233492551966,4286,7,977.7272,0.5294117647058824,0.5294117647058824,0.6470588235294118,0.4705882352941176,0.2941176470588235,5,0.4941176470588235,0.1288758958835685,0.0588235294117647,1496111.4866660505,0.9517032197853477
8,F10,37545.4766,40958.9444323643,630.3399999999999,86.25,0.8214285714285714,26069.5809,1.291852175167186,105,7,977.7272,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.1764705882352941,1.0,5,0.2823529411764706,0.4041309185251216,0.1176470588235294,57259.53683236429,1.0
8,G20,9399503.6388,10395333.342324356,102401.78,369.6428571428571,0.8214285714285714,9364612.7428,1.0112612976247737,450,7,977.7272,1.0,0.9411764705882352,0.3529411764705882,1.0,0.8823529411764706,5,0.8352941176470587,0.2740191693847557,0.1176470588235294,13043443.373124355,0.5355555555555556
8,G30,68808.45169999999,76612.83772332937,899.84,80.75,0.6785714285714286,52649.7651,0.640572808830284,119,7,977.7272,0.1764705882352941,0.1176470588235294,0.0588235294117647,0.2352941176470588,0.4705882352941176,5,0.2117647058823529,0.158932424542427,0.1176470588235294,99882.70012332936,0.8403361344537815
8,G40,156196.438,170383.35098620056,1677.0800000000002,214.39285714285717,0.8214285714285714,121203.488,0.8415583757166428,261,7,977.7272,0.3529411764705882,0.2941176470588235,0.1764705882352941,0.3529411764705882,0.8235294117647058,5,0.4,0.2474786349172073,0.0588235294117647,213752.63978620057,0.9808429118773946
9,B20,547841.02,606700.9061828993,7416.25,2167.857142857143,0.8928571428571429,266519.66000000003,0.438313310861969,2428,7,638.88,0.3571428571428571,0.3571428571428571,0.3571428571428571,0.3571428571428571,0.5714285714285714,5,0.4,0.0958314847499909,0.0,798485.1311828992,0.35049423393739704
9,B30,853948.9700000001,948061.6615425296,16179.2504,2256.25,0.8928571428571429,533394.6,0.4128908583071096,2527,7,638.88,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.5,0.3571428571428571,5,0.4285714285714285,0.0505076272276105,0.0,1366457.0768865298,0.21052631578947367
9,C10,1470959.26,1632208.791282943,26969.9994,7702.5,0.9285714285714286,775022.83,0.4758916531477585,8295,7,638.88,0.5,0.5714285714285714,0.6428571428571429,0.5714285714285714,0.7142857142857143,5,0.6,0.0814411017927956,0.0714285714285715,2329652.975766943,0.22664255575647982
9,C20,80758.70000000001,89339.55994008703,1665.0,300.0,0.8928571428571429,36096.37,0.5303964297013457,336,7,638.88,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2142857142857142,0.7857142857142857,5,0.2857142857142857,0.2812145669289932,0.0714285714285714,132396.45994008702,0.18154761904761904
9,C30,1726000.443,1904605.0615323167,36671.0022,4326.785714285715,0.8928571428571429,1117526.19,0.429734011585405,4846,7,638.88,0.6428571428571429,0.7857142857142857,0.5714285714285714,0.6428571428571429,0.5,5,0.6285714285714286,0.1059456926727951,0.0714285714285715,2852917.1784243165,0.24205530334296327
9,D20,4812299.43,5326607.533705979,76170.7506,27178.357142857145,0.9285714285714286,1434338.01,0.3161096807492278,29269,7,638.88,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0714285714285714,5,0.6857142857142857,0.3447862396042048,0.0714285714285714,7296383.144221978,0.3040759848303666
9,D30,12070985.261000002,13381646.831278568,177213.9302,46450.857142857145,0.9285714285714286,5259869.72,0.365460167791961,50024,7,638.88,1.0,1.0,1.0,1.0,0.2142857142857142,5,0.8428571428571429,0.3513821107499669,0.0,17964399.06625057,0.2242123780585319
9,D40,2639138.13,2925378.9002901707,32356.7499,10822.5,0.9285714285714286,1161259.72,0.378194548516247,11655,7,638.88,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.7142857142857143,0.2857142857142857,5,0.6571428571428571,0.2106840171964661,0.0714285714285714,3762124.4527041703,0.23389103389103388
9,D50,5980719.791,6638721.200148774,90742.0105,43977.142857142855,0.9285714285714286,1731060.6409999998,0.3371123204485083,47360,7,638.88,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.1428571428571428,5,0.7571428571428571,0.3447862396042049,0.0714285714285715,8985309.591678774,0.13515625
9,D90,1484612.262,1633387.46639251,26392.4996,8671.0,0.9285714285714286,479477.991,0.4222784439351514,9338,7,638.88,0.5714285714285714,0.5,0.7142857142857143,0.4285714285714285,0.4285714285714285,5,0.5285714285714285,0.1195228609334393,0.1428571428571428,2315897.50604851,0.0
9,E10,2573015.18,2882597.269018353,29244.43,4107.071428571428,0.9285714285714286,2020201.26,0.5834283560999083,4423,7,638.88,0.7142857142857143,0.6428571428571429,0.5,0.9285714285714286,0.9285714285714286,5,0.7428571428571429,0.1862629258629328,0.2857142857142857,3638858.228818353,0.24598688672846483
9,E20,242899.1,268503.6319257192,4359.75,1380.357142857143,0.8928571428571429,85074.7,0.4624581123142309,1546,7,638.88,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.6428571428571429,5,0.3571428571428571,0.159719141249985,0.0,381246.7669257192,0.056921086675291076
9,F10,69205.48000000001,76518.50558690663,825.0,257.1428571428572,0.8928571428571429,26373.07,0.5699144802611398,288,7,638.88,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.8571428571428571,5,0.2428571428571428,0.3447862396042048,0.0714285714285714,97853.00558690664,0.4895833333333333
9,G40,155603.11,169710.6121856752,2545.25,1020.0,0.8571428571428571,22176.26,0.8406026907317456,1190,7,638.88,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.0714285714285714,1.0,5,0.3428571428571428,0.3725258517258656,0.0,235530.7771856752,0.018487394957983194
