campus,entity,L1,L1_2021,L2,L3,persistence,L4,L5,n_wos,n_years_active,tau_campus,r_L1,r_L2,r_L3,r_L4,r_L5,n_ledgers,mean_rank,meii,meii_iqr,L6,meii_obs_boot,mean_rank_obs,noise_floor_p95,noise_floor_median,significant,cost_floor_p95,significant_costfloor,rank_sd_L1,rank_sd_L2,rank_sd_L3,rank_sd_L4,rank_sd_L5,meii_class
4,D50,10819493.279999996,11723459.435645174,98617.08,54384.0,1.0,5174665.779999999,0.1731888465040107,54384,5,735.0,0.9333333333333332,1.0,1.0,0.8666666666666667,0.2666666666666666,5,0.8133333333333335,0.3105550586360564,0.1333333333333333,15007408.199645177,0.3105550586360564,0.8133333333333335,0.0816496580927726,0.036514837167011066,True,0.036514837167011066,True,0.022498285257018552,0.0,0.0,0.037782134824996046,0.0882838233572451,high
4,D90,3083751.51,3367610.084687786,36787.47,4165.0,1.0,2426531.45,0.4933810459557805,4165,5,735.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.8,5,0.6266666666666666,0.1738453974720706,0.0,4592632.835687786,0.17384539747207065,0.6266666666666666,0.05962847939999443,0.029814239699997188,True,0.02981423969999719,True,0.013575380570145878,2.99910209260955e-15,1.499551046304775e-15,0.008369192118122534,0.061952735447365674,medium
4,E10,1828958.94,1965022.9700380056,11396.69,11968.0,1.0,1015251.1,0.3112791705660614,11968,5,735.0,0.4666666666666667,0.4666666666666667,0.6,0.4666666666666667,0.6,5,0.52,0.0730296743340221,0.1333333333333333,2344532.747038006,0.07302967433402213,0.52,0.10152698119970427,0.029814239699997188,False,0.0,True,1.1107785528183519e-14,0.014809208148287746,1.132994123874719e-14,0.02934770782567659,0.1065679014743849,low
4,E20,835906.6499999999,907984.5097903928,10073.46,6225.0,1.0,539403.1,0.2333911290856451,6225,5,735.0,0.2666666666666666,0.4,0.4666666666666667,0.2666666666666666,0.4666666666666667,5,0.3733333333333333,0.1011050059206873,0.2,1243430.7277903927,0.10110500592068734,0.37333333333333335,0.11547005383792516,0.04714045207910316,False,0.036514837167011066,True,0.028903130392780113,0.014809208148287676,1.1107785528183519e-14,0.03790715642281297,0.12632187671287992,low
4,F10,23248.34,25099.20896458453,125.0,46.5,0.75,14112.91,0.520423869310786,62,5,735.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.8666666666666667,5,0.2266666666666666,0.3577708763999663,0.0,29261.70896458453,0.35777087639996635,0.22666666666666666,0.05962847939999443,0.029814239699997202,True,0.0,True,1.3468189952922517e-15,1.3468189952922517e-15,1.3468189952922517e-15,1.3468189952922517e-15,0.09415741673463736,high
4,G20,4492945.66,4883762.749922009,21302.9,2089.0,1.0,4291259.350000001,0.4735760628097296,2089,5,735.0,0.7333333333333333,0.5333333333333333,0.2,0.8,0.7333333333333333,5,0.6,0.2449489742783178,0.1999999999999999,5593149.3199220095,0.2449489742783178,0.6,0.11925695879998881,0.04714045207910318,True,0.03651483716701113,True,0.028244842085552044,0.019740390481185574,2.8324853096867974e-15,0.03256539496757011,0.13602530052720813,medium
5,B20,366274.8591,413390.9195796452,10046.98,3350.0,0.8928571428571429,108557.77779999998,0.8566776281570442,3752,7,342.54,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.2857142857142857,1.0,5,0.4,0.3557114170853924,0.2857142857142857,673205.8223796452,0.3557114170853924,0.4,0.06388765649999402,0.0,True,0.0,True,1.638398365407069e-15,1.638398365407069e-15,3.3323356584550558e-15,0.03573530055257895,0.04677851050826561,high
5,B30,1347984.2230369002,1509758.743186141,47249.9,2963.3928571428573,0.8928571428571429,1085645.8060369005,0.629680939435939,3319,7,342.54,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.7142857142857143,5,0.5714285714285714,0.1749635530559413,0.1428571428571429,2731641.157186141,0.1749635530559413,0.5714285714285714,0.06388765649999402,0.0,True,0.0,True,0.010081281887209885,9.997006975365167e-15,3.276796730814138e-15,0.03202079720904676,0.08039338125001276,medium
5,C10,615796.7204,687209.0735088286,16057.1,8281.25,0.8928571428571429,83744.1682,0.4872260596147146,9275,7,342.54,0.4285714285714285,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.4285714285714285,5,0.3714285714285714,0.1628822035855911,0.1428571428571428,1102445.6795088286,0.16288220358559113,0.3714285714285714,0.12777531299998798,0.06388765649999399,True,0.0,True,3.3323356584550558e-15,0.06971342770814781,6.553593461628276e-15,0.035735300552578994,0.09627057247760636,medium
5,D20,5023206.475842896,5585783.958389841,166495.89,48187.5,0.8928571428571429,1911212.011242896,0.4698824565139543,53970,7,342.54,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.2857142857142857,5,0.7428571428571428,0.2555506259999759,0.0,9891367.67378984,0.25555062599997597,0.7428571428571428,0.06388765649999402,0.06388765649999402,True,0.0,True,6.6646713169101116e-15,6.6646713169101116e-15,6.6646713169101116e-15,6.6646713169101116e-15,0.11148790069321673,medium
5,D30,11872656.21893174,13154414.807717282,364025.3600000001,90497.32142857143,0.8928571428571429,5625211.483231741,0.462049700541885,101357,7,342.54,1.0,1.0,1.0,1.0,0.1428571428571428,5,0.8285714285714286,0.3833259389999639,0.0,22568110.617317285,0.3833259389999639,0.8285714285714286,0.07666518779999276,0.0,True,0.0,True,0.0,0.0,0.0,0.0,0.11036422379805765,high
5,D40,1648363.2472377217,1840612.203036454,25438.45,27951.78571428572,0.8928571428571429,1264386.9076377216,0.6188466752406241,31306,7,342.54,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,5,0.6571428571428571,0.0782460796435951,0.1428571428571429,2498450.5200364543,0.07824607964359519,0.6571428571428571,0.06388765649999402,0.0,True,0.0,True,0.01008128188721007,6.553593461628276e-15,9.997006975365167e-15,0.03202079720904675,0.07200184649404259,low
5,E20,465378.0064,508666.9962288177,16241.3,1797.321428571429,0.8928571428571429,311453.1474,0.7879847712434427,2013,7,342.54,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.8571428571428571,5,0.4285714285714285,0.2672612419124244,0.1428571428571428,928667.0142288178,0.2672612419124244,0.42857142857142855,0.06388765649999399,0.0,True,0.0,True,3.276796730814138e-15,0.0697134277081475,1.638398365407069e-15,3.3323356584550558e-15,0.051928548267263584,medium
8,B20,725104.3563,792658.9295618306,10471.7,3116.5714285714284,0.8571428571428571,293209.91659999994,0.6217146065965965,3636,7,977.7272,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.4117647058823529,0.3529411764705882,5,0.4352941176470588,0.0892102993417829,0.0,1063457.0915618306,0.08921029934178296,0.4352941176470588,0.10522672835293127,0.04159451654038516,False,0.032218973970892135,True,0.028866523565493005,0.0037147363828974335,4.332036355991572e-15,0.01894261044075987,0.11255542673460577,low
