campus,entity,L1,L2,L3,L3p,L4x,L4freq,L4sev,L5r,L5r_shrunk,L5mae,L5cv,mean_annual_cost,nonlabor_cost2021,labor_cost_coverage,n_wos,n_years_window,n_years_active,tau_campus,r_L1,r_L2,r_L3,r_L4x,r_L5r,r_L5r_shrunk,r_L5mae,r_L5cv,n_burden_ledgers,mean_burden_rank,median_burden_rank,meii_burden,gap_risk,L6star,r_L6star
4,D90,3367610.084687786,36787.47,4165.0,1.0,1714479.4455600602,0.28763505402160866,1431.1180680801838,300431.7244329509,225835.51659426806,370524.86660111864,0.5111502225655905,673522.0169375574,113877.02981463296,1.0,4165,5,5,796.4999999999999,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.7333333333333333,0.7333333333333333,0.8,0.8,4,0.5833333333333333,0.6666666666666666,0.16666666666666666,0.06666666666666665,1170336.650277033,0.4666666666666667
4,E10,1965022.9700380058,11396.689999999999,11968.0,1.0,767163.708483282,0.03375668449197861,1898.9200705031735,152858.57126054764,133602.29586151603,148794.72435756776,0.2847701019676538,393004.59400760115,978491.1802342125,1.0,11968,5,5,796.4999999999999,0.4666666666666667,0.4666666666666667,0.6,0.4666666666666667,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.6,4,0.5,0.4666666666666667,0.06666666666666665,0.19999999999999996,1305780.4119190124,0.5333333333333333
4,E20,907984.5097903928,10073.46,6225.0,1.0,426660.4402380575,0.03228915662650603,2122.688757403271,49784.74498402425,69181.15443868891,55791.532928204455,0.25092337788257485,181596.90195807855,185921.7129829795,1.0,6225,5,5,796.4999999999999,0.26666666666666666,0.4,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.5333333333333333,4,0.35,0.33333333333333337,0.1,0.2666666666666667,475210.53138617944,0.2
4,F10,25099.20896458453,125.0,46.5,0.75,8095.281166545602,0.14516129032258066,899.4756851717337,76461.63539741123,85854.21094705578,3106.630129294373,0.5152599447879544,5019.841792916906,13319.213355667967,1.0,62,5,5,796.4999999999999,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.8666666666666667,4,0.06666666666666667,0.06666666666666667,0.0,0.2,16908.953355667967,0.06666666666666667
4,G20,4883762.749922009,21302.9,2089.0,1.0,4482877.946844548,0.10962182862613691,19575.88623076222,461142.4527010391,326279.72176182317,345954.3568344617,0.4957975320952062,976752.5499844017,2921466.7344724387,1.0,2089,5,5,796.4999999999999,0.7333333333333333,0.5333333333333333,0.2,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.7333333333333333,0.7333333333333333,4,0.6,0.6333333333333333,0.31269438398822863,0.30000000000000004,3533241.7124404386,0.8
5,B20,413390.91957964515,10046.98,3350.0,0.8928571428571429,66944.81066612058,0.04157782515991471,429.13340170590106,196732.8208193186,192004.82499122396,62018.8069504448,0.874904235373378,59055.845654235025,879.4535491714826,0.9898720682302772,3752,7,7,376.7513287369452,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.42857142857142855,1.0,4,0.24999999999999997,0.21428571428571427,0.13677530110804828,0.5,219565.6572359315,0.14285714285714285
5,B30,1509758.743186141,47249.9,2963.3928571428573,0.8928571428571429,847809.9638865482,0.2994877975293763,852.9275290609136,146759.77002592626,157023.68943584934,156921.89040776,0.6465227131696722,215679.820455163,110112.76854941764,0.9978909310033143,3319,7,7,376.7513287369452,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.7142857142857143,4,0.5357142857142856,0.5714285714285714,0.17975796274454167,0.2857142857142857,1138571.1964132178,0.7142857142857143
5,C10,687209.0735088286,16057.099999999999,8281.25,0.8928571428571429,51995.894889671596,0.012830188679245283,436.9402931905176,180972.83472566982,180972.83472566982,47859.18774253989,0.5031354168702964,98172.72478697552,16172.297561655178,0.9956873315363881,9275,7,7,376.7513287369452,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.42857142857142855,4,0.3571428571428571,0.3571428571428571,0.18442777839082936,0.2142857142857143,365676.94883185514,0.2857142857142857
5,D20,5585783.958389841,166495.89,48187.5,0.8928571428571429,1544286.140868447,0.028237909949972207,1013.3111160554113,177494.52860372583,178538.02044030902,315942.26529900887,0.4739937178849193,797969.1369128345,410115.62661210075,0.9851584213451918,53970,7,7,376.7513287369452,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.2857142857142857,4,0.8571428571428571,0.8571428571428571,0.0,0.42857142857142855,4034125.439864281,0.8571428571428571
5,D30,13154414.807717282,364025.3600000001,90497.32142857143,0.8928571428571429,4633733.759516764,0.04206912201426641,1086.7105439767272,653006.1264615054,511396.1389407547,705056.9080394753,0.45902510601347224,1879202.1153881832,1730364.5711100195,0.9908146452637706,101357,7,7,376.7513287369452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,4,1.0,1.0,0.0,0.0,9653872.334050342,1.0
