campus,entity,L1,L1_2021,L2,L3,persistence,L4,L5,n_wos,n_years_active,tau_campus,r_L1,r_L2,r_L3,r_L4,r_L5,n_ledgers,mean_rank,meii,meii_iqr,L6,archetype,archetype_th75,archetype_th85
1,A050|D30,8596.140000000001,9189.747748995358,56.0,21.583333333333336,0.5833333333333334,1745.97,0.8230621809115671,37,5,1025.61,0.2272727272727272,0.0949675324675324,0.0503246753246753,0.3246753246753247,0.847571189279732,5,0.3089622898039983,0.3200417169983183,0.2297077922077922,11054.547748995356,hidden_burden,hidden_burden,representation_sensitive
1,A050|D40,3221.274999999999,3493.7549408509585,53.5,53.375,0.875,0.0,0.4703832184782137,61,6,1025.61,0.0519480519480519,0.0884740259740259,0.3628246753246753,0.1209415584415584,0.3115577889447236,5,0.187149220126607,0.1403023180832358,0.2230837629706976,5275.304940850959,unremarkable,unremarkable,unremarkable
1,A050|D50,14595.24933333,15791.863648372637,228.5,145.83333333333334,0.8333333333333334,0.0,0.3697624539872418,175,5,1025.61,0.3782467532467532,0.4707792207792208,0.6387987012987013,0.1209415584415584,0.1608040201005025,5,0.3539140507733472,0.216203884449879,0.3099752006787183,23400.91364837264,unremarkable,unremarkable,unremarkable
1,A050|D90,3163.815,3415.2262510882456,57.0,44.16666666666667,0.8333333333333334,0.0,0.2597578966019754,53,5,1025.61,0.0503246753246753,0.1006493506493506,0.3011363636363636,0.1209415584415584,0.0737018425460636,5,0.1293507581196023,0.0996828762365689,0.0472397158954947,5313.326251088245,unremarkable,unremarkable,unremarkable
1,A080|D20,4987.381818180001,5334.214124776496,77.0,24.375,0.625,0.0,0.6200133258877729,39,5,1025.61,0.1087662337662337,0.1672077922077922,0.0892857142857142,0.1209415584415584,0.644891122278057,5,0.2262184841958711,0.2357954014342424,0.0584415584415584,7898.314124776496,unremarkable,unremarkable,unremarkable
1,A080|D50,4712.35175261,5042.446784118851,68.5,14.208333333333332,0.4583333333333333,0.0,,31,4,1025.61,0.1055194805194805,0.1387987012987013,0.0081168831168831,0.1209415584415584,,4,0.0933441558441558,0.0584227663389337,0.0442370129870129,7323.49678411885,unremarkable,unremarkable,unremarkable
1,A100|D30,5839.455,6298.103317958785,55.5,25.33333333333333,0.6666666666666666,0.0,0.5943545903100872,38,5,1025.61,0.1444805194805195,0.0909090909090909,0.099025974025974,0.1209415584415584,0.6030150753768844,5,0.2116744436468054,0.2197549305904252,0.0454545454545454,8146.253317958784,unremarkable,unremarkable,unremarkable
1,A100|D40,3668.16,4000.717762294023,52.5,54.25,0.875,0.0,0.2392933838881739,62,6,1025.61,0.0681818181818181,0.086038961038961,0.3676948051948052,0.1209415584415584,0.0552763819095477,5,0.1396267049533381,0.12986068322354,0.0527597402597402,5748.967762294023,unremarkable,unremarkable,unremarkable
1,A100|D50,13964.60067568,15164.69921411248,228.0,147.875,0.875,0.0,0.5049341245863714,169,6,1025.61,0.3652597402597403,0.4691558441558441,0.6420454545454546,0.1209415584415584,0.4154103852596315,5,0.4025625965324458,0.1888476090448193,0.1038961038961038,22757.09921411248,unremarkable,unremarkable,unremarkable
1,A100|D90,2719.295,2948.070794135549,49.0,43.333333333333336,0.8333333333333334,0.0,0.1774682564869002,52,5,1025.61,0.0308441558441558,0.0779220779220779,0.2946428571428571,0.1209415584415584,0.0301507537688442,5,0.1109002806238987,0.1094065728618989,0.0900974025974026,4579.770794135549,unremarkable,unremarkable,unremarkable
